40.4726,-86.96239
40.47273,-86.95533
40.47115,-86.95534
40.47119,-86.95263
40.47108,-86.95263
40.47104,-86.95482
40.46957,-86.95482
40.46961,-86.95264
40.46794,-86.95266
40.4677,-86.95229
40.46728,-86.95229
40.46694,-86.95264
40.46037,-86.95256
40.46043,-86.94323
40.46477,-86.94323
40.46475,-86.94089
40.46527,-86.9409
40.46525,-86.93743
40.46294,-86.9355
40.46315,-86.93498
40.46498,-86.93641
40.465,-86.93387
40.46677,-86.93387
40.46677,-86.93433
40.46772,-86.93433
40.46782,-86.9339
40.47621,-86.93405
40.47614,-86.92461
40.47644,-86.92462
40.47618,-86.91569
40.479,-86.91572
40.47898,-86.90621
40.48237,-86.90625
40.48238,-86.91102
40.4896,-86.91114
40.48958,-86.89873
40.48878,-86.89873
40.48876,-86.89799
40.4861,-86.89796
40.48608,-86.89686
40.48657,-86.89686
40.48649,-86.89207
40.48755,-86.89207
40.4875,-86.88729
40.47492,-86.8872
40.47492,-86.89509
40.47352,-86.89659
40.4713,-86.89658
40.47091,-86.89671
40.47069,-86.89718
40.47065,-86.89883
40.47051,-86.89925
40.47003,-86.89953
40.46783,-86.89953
40.46782,-86.90131
40.46179,-86.90125
40.46173,-86.90077
40.4599,-86.90144
40.4599,-86.90095
40.46059,-86.90069
40.4606,-86.90036
40.4599,-86.90063
40.4599,-86.90024
40.4606,-86.9
40.4606,-86.89882
40.45946,-86.89881
40.45844,-86.90075
40.45843,-86.89737
40.4568,-86.89735
40.45682,-86.89878
40.4523,-86.89877
40.45242,-86.89971
40.4512,-86.90021
40.4512,-86.89974
40.45052,-86.89973
40.45049,-86.89903
40.44996,-86.89942
40.44887,-86.89939
40.44881,-86.89884
40.4447,-86.89864
40.44445,-86.89624
40.44402,-86.89636
40.44411,-86.89852
40.44336,-86.89846
40.44334,-86.89881
40.44099,-86.8986
40.44099,-86.89846
40.44014,-86.89858
40.44013,-86.8966
40.43982,-86.89656
40.43961,-86.89655
40.43961,-86.89713
40.4387,-86.8972
40.4387,-86.89668
40.43674,-86.89701
40.43514,-86.89651
40.43524,-86.89764
40.43442,-86.898
40.43437,-86.89635
40.43414,-86.89631
40.42568,-86.89756
40.42588,-86.89944
40.42671,-86.9011
40.4243,-86.90258
40.42429,-86.90183
40.42498,-86.89997
40.42485,-86.89759
40.42171,-86.89721
40.41964,-86.89831
40.41905,-86.89848
40.41826,-86.89911
40.41751,-86.89943
40.4169,-86.89993
40.41645,-86.90105
40.41591,-86.90174
40.41595,-86.90808
40.41578,-86.90823
40.41578,-86.90861
40.41427,-86.90992
40.40997,-86.915
40.40944,-86.91567
40.40755,-86.919
40.40803,-86.91955
40.40663,-86.92142
40.40558,-86.92365
40.4026,-86.93199
40.40236,-86.93362
40.40238,-86.93832
40.40002,-86.93828
40.40006,-86.94338
40.40239,-86.94338
40.40238,-86.94782
40.40728,-86.94778
40.40732,-86.95247
40.40773,-86.95236
40.40788,-86.95713
40.40996,-86.95708
40.40978,-86.96054
40.41052,-86.96049
40.4105,-86.96111
40.41095,-86.96112
40.41093,-86.96173
40.41107,-86.96173
40.41108,-86.96067
40.41128,-86.96068
40.41126,-86.96092
40.41198,-86.96094
40.41196,-86.9612
40.41323,-86.96111
40.4132,-86.96174
40.41579,-86.96177
40.41566,-86.96051
40.41623,-86.96052
40.41624,-86.96177
40.41687,-86.96178
40.41691,-86.95234
40.42188,-86.95241
40.42225,-86.94961
40.42208,-86.94708
40.42254,-86.94425
40.42333,-86.94244
40.43258,-86.94655
40.43499,-86.94797
40.4458,-86.95766
40.44593,-86.95091
40.44824,-86.95091
40.44827,-86.94796
40.45062,-86.94797
40.45296,-86.94922
40.453,-86.94988
40.45311,-86.94988
40.45274,-86.94994
40.45264,-86.95731
40.46294,-86.95734
40.46295,-86.95412
40.46561,-86.95415
40.46572,-86.95462
40.4665,-86.95508
40.4665,-86.95606
40.46738,-86.95607
40.46729,-86.96209
40.47091,-86.96209
40.4726,-86.96239
