40.433402977,-86.927217096
40.433939148,-86.927428320
40.434769043,-86.926954240
40.436235370,-86.925383806
40.436597481,-86.924928837
40.436022798,-86.924177818
40.435534365,-86.923575662
40.435160509,-86.922668405
40.435234004,-86.922154091
40.435385078,-86.921342723
40.436015398,-86.921059750
40.436728647,-86.920749284
40.437703962,-86.919679083
40.438802514,-86.919761226
40.438747395,-86.917264089
40.436990978,-86.915760711
40.434941554,-86.915279590
40.432426324,-86.915134415
40.431341449,-86.914047785
40.431357017,-86.916675344
40.431429240,-86.919166446
40.431470328,-86.921579093
40.432956378,-86.921506673
40.433215406,-86.923289672
40.433356531,-86.924413852
40.433309319,-86.925223544
40.433189886,-86.926204562
40.433402977,-86.927217096
